"date","product_id","product_name","category","product_type","sales_forecast","demand","actual_sales","lost_sales","promo_flag","discount","base_price","selling_price","opening_stock","inbound_qty","consumption","wastage","closing_stock","stockout_flag","pr_flag","pr_qty","po_flag","supplier_id","planned_lead_time","actual_lead_time","received_qty","delay_flag","shelf_life_days"
"5/21/2023","SKU_001","Chicken Breast","Frozen","Perishable","290","277","277","0","0","0","360.492994108821","360.492994108821","1019","0","277","10","732","0","0","0","0","SUP_1","0","0","0","0","10"
"5/22/2023","SKU_001","Chicken Breast","Frozen","Perishable","149","147","147","0","0","0","396.50669716392","396.50669716392","732","1374","147","31","1928","0","1","1465","1","SUP_2","3","5","1374","1","10"
"5/23/2023","SKU_001","Chicken Breast","Frozen","Perishable","259","308","308","0","1","0.1078965362064105","347.286049908727","309.815088050769","1928","0","308","91","1529","0","0","0","0","SUP_3","0","0","0","0","10"
"5/24/2023","SKU_001","Chicken Breast","Frozen","Perishable","392","386","386","0","1","0.2785217330331069","361.812103890183","261.039569682335","1529","0","386","64","1079","0","0","0","0","SUP_2","0","0","0","0","10"
"5/25/2023","SKU_001","Chicken Breast","Frozen","Perishable","369","328","328","0","0","0","310.46365690366","310.46365690366","1079","0","328","33","718","0","0","0","0","SUP_2","0","0","0","0","10"
"5/26/2023","SKU_001","Chicken Breast","Frozen","Perishable","225","271","271","0","0","0","232.070416798113","232.070416798113","718","983","271","11","1419","0","1","1100","1","SUP_3","3","3","983","0","10"
"5/27/2023","SKU_001","Chicken Breast","Frozen","Perishable","583","571","571","0","0","0","363.840355654453","363.840355654453","1419","0","571","70","778","0","0","0","0","SUP_1","0","0","0","0","10"
"5/28/2023","SKU_001","Chicken Breast","Frozen","Perishable","474","448","448","0","1","0.1180496022447939","259.908490185829","229.226396299347","778","1142","448","8","1464","0","1","1152","1","SUP_3","5","5","1142","0","10"
"5/29/2023","SKU_001","Chicken Breast","Frozen","Perishable","115","122","122","0","0","0","417.529912747212","417.529912747212","1464","0","122","65","1277","0","0","0","0","SUP_1","0","0","0","0","10"
"5/30/2023","SKU_001","Chicken Breast","Frozen","Perishable","400","493","493","0","0","0","299.103033969803","299.103033969803","1277","0","493","43","741","0","0","0","0","SUP_2","0","0","0","0","10"
"5/31/2023","SKU_001","Chicken Breast","Frozen","Perishable","688","591","591","0","0","0","262.132437801133","262.132437801133","741","1311","591","26","1435","0","1","1319","1","SUP_2","3","3","1311","0","10"
"6/1/2023","SKU_001","Chicken Breast","Frozen","Perishable","293","304","304","0","0","0","233.826557237324","233.826557237324","1435","0","304","19","1112","0","0","0","0","SUP_1","0","0","0","0","10"
"6/2/2023","SKU_001","Chicken Breast","Frozen","Perishable","85","82","82","0","0","0","252.704774517005","252.704774517005","1112","0","82","54","976","0","0","0","0","SUP_2","0","0","0","0","10"
"6/3/2023","SKU_001","Chicken Breast","Frozen","Perishable","391","368","368","0","1","0.1327184151795874","285.038012844939","247.20821951422","976","0","368","47","561","0","0","0","0","SUP_3","0","0","0","0","10"
"6/4/2023","SKU_001","Chicken Breast","Frozen","Perishable","444","476","476","0","0","0","385.776673176522","385.776673176522","561","1235","476","11","1309","0","1","1482","1","SUP_1","2","2","1235","0","10"
"6/5/2023","SKU_001","Chicken Breast","Frozen","Perishable","198","190","190","0","0","0","291.346410608","291.346410608","1309","0","190","54","1065","0","0","0","0","SUP_3","0","0","0","0","10"
"6/6/2023","SKU_001","Chicken Breast","Frozen","Perishable","297","361","361","0","1","0.1098358851671274","326.233905600206","290.401715807079","1065","0","361","15","689","0","0","0","0","SUP_2","0","0","0","0","10"
"6/7/2023","SKU_001","Chicken Breast","Frozen","Perishable","605","516","516","0","0","0","283.23122099535","283.23122099535","689","1035","516","8","1200","0","1","1289","1","SUP_1","3","4","1035","1","10"
"6/8/2023","SKU_001","Chicken Breast","Frozen","Perishable","438","447","447","0","0","0","323.11920571585","323.11920571585","1200","0","447","44","709","0","0","0","0","SUP_3","0","0","0","0","10"
"6/9/2023","SKU_001","Chicken Breast","Frozen","Perishable","472","554","554","0","1","0.2832247295853354","248.708472407879","178.268082564575","709","1109","554","11","1253","0","1","1140","1","SUP_1","6","6","1109","0","10"
"6/10/2023","SKU_001","Chicken Breast","Frozen","Perishable","391","329","329","0","0","0","294.859353427959","294.859353427959","1253","0","329","24","900","0","0","0","0","SUP_2","0","0","0","0","10"
"6/11/2023","SKU_001","Chicken Breast","Frozen","Perishable","345","336","336","0","1","0.2723816877578903","226.077411939367","164.498064911387","900","0","336","33","531","0","0","0","0","SUP_3","0","0","0","0","10"
"6/12/2023","SKU_001","Chicken Breast","Frozen","Perishable","327","309","309","0","1","0.3498534314426666","241.318606061598","156.892463659987","531","1323","309","6","1539","0","1","1384","1","SUP_1","2","3","1323","1","10"
"6/13/2023","SKU_001","Chicken Breast","Frozen","Perishable","888","970","970","0","1","0.2912977161389461","241.82192635315","171.379751494157","1539","0","970","72","497","0","0","0","0","SUP_3","0","0","0","0","10"
"6/14/2023","SKU_001","Chicken Breast","Frozen","Perishable","649","684","497","187","0","0","279.373854912056","279.373854912056","497","785","497","11","774","1","1","864","1","SUP_2","6","6","785","0","10"
"6/15/2023","SKU_001","Chicken Breast","Frozen","Perishable","434","486","486","0","0","0","294.650358325868","294.650358325868","774","1279","486","10","1557","0","1","1421","1","SUP_2","3","3","1279","0","10"
"6/16/2023","SKU_001","Chicken Breast","Frozen","Perishable","249","252","252","0","0","0","225.128413161287","225.128413161287","1557","0","252","39","1266","0","0","0","0","SUP_2","0","0","0","0","10"
"6/17/2023","SKU_001","Chicken Breast","Frozen","Perishable","639","620","620","0","0","0","326.720509345376","326.720509345376","1266","0","620","51","595","0","0","0","0","SUP_2","0","0","0","0","10"
"6/18/2023","SKU_001","Chicken Breast","Frozen","Perishable","791","701","595","106","1","0.1178200675137909","306.172418307607","270.099163311744","595","713","595","28","685","1","1","850","1","SUP_3","5","7","713","1","10"
"6/19/2023","SKU_001","Chicken Breast","Frozen","Perishable","674","678","678","0","0","0","271.355313544102","271.355313544102","685","900","678","15","892","0","1","955","1","SUP_3","3","3","900","0","10"
"6/20/2023","SKU_001","Chicken Breast","Frozen","Perishable","453","520","520","0","0","0","356.223570792996","356.223570792996","892","0","520","27","345","0","0","0","0","SUP_3","0","0","0","0","10"
"6/21/2023","SKU_001","Chicken Breast","Frozen","Perishable","471","422","345","77","1","0.2061318562990904","257.045689309482","204.060384218439","345","947","345","4","943","1","1","1184","1","SUP_1","3","3","947","0","10"
"6/22/2023","SKU_001","Chicken Breast","Frozen","Perishable","507","454","454","0","0","0","349.321182684572","349.321182684572","943","0","454","23","466","0","0","0","0","SUP_2","0","0","0","0","10"
"6/23/2023","SKU_001","Chicken Breast","Frozen","Perishable","837","756","466","290","0","0","331.327411587343","331.327411587343","466","1365","466","10","1355","1","1","1463","1","SUP_3","5","5","1365","0","10"
"6/24/2023","SKU_001","Chicken Breast","Frozen","Perishable","275","284","284","0","0","0","250.596760165713","250.596760165713","1355","0","284","60","1011","0","0","0","0","SUP_1","0","0","0","0","10"
"6/25/2023","SKU_001","Chicken Breast","Frozen","Perishable","622","673","673","0","0","0","266.049233685574","266.049233685574","1011","0","673","35","303","0","0","0","0","SUP_1","0","0","0","0","10"
"6/26/2023","SKU_001","Chicken Breast","Frozen","Perishable","510","596","303","293","0","0","274.908050800025","274.908050800025","303","1269","303","11","1258","1","1","1353","1","SUP_2","6","6","1269","0","10"
"6/27/2023","SKU_001","Chicken Breast","Frozen","Perishable","371","436","436","0","1","0.2445967292516022","240.821929876833","181.917673496901","1258","0","436","26","796","0","0","0","0","SUP_2","0","0","0","0","10"
"6/28/2023","SKU_001","Chicken Breast","Frozen","Perishable","155","175","175","0","0","0","290.999261166387","290.999261166387","796","1308","175","24","1905","0","1","1441","1","SUP_1","5","5","1308","0","10"
"6/29/2023","SKU_001","Chicken Breast","Frozen","Perishable","290","280","280","0","0","0","356.02638622069","356.02638622069","1905","0","280","53","1572","0","0","0","0","SUP_2","0","0","0","0","10"
"6/30/2023","SKU_001","Chicken Breast","Frozen","Perishable","402","408","408","0","0","0","232.028468520157","232.028468520157","1572","0","408","75","1089","0","0","0","0","SUP_1","0","0","0","0","10"
"7/1/2023","SKU_001","Chicken Breast","Frozen","Perishable","772","718","718","0","0","0","260.186737731811","260.186737731811","1089","0","718","15","356","0","0","0","0","SUP_1","0","0","0","0","10"
"7/2/2023","SKU_001","Chicken Breast","Frozen","Perishable","212","199","199","0","1","0.1586605204638634","379.089992157946","318.943376699524","356","861","199","9","1009","0","1","903","1","SUP_2","6","6","861","0","10"
"7/3/2023","SKU_001","Chicken Breast","Frozen","Perishable","676","595","595","0","0","0","324.191595454408","324.191595454408","1009","0","595","13","401","0","0","0","0","SUP_3","0","0","0","0","10"
"7/4/2023","SKU_001","Chicken Breast","Frozen","Perishable","282","327","327","0","0","0","232.62180661583","232.62180661583","401","1167","327","7","1234","0","1","1377","1","SUP_1","6","6","1167","0","10"
"7/5/2023","SKU_001","Chicken Breast","Frozen","Perishable","844","916","916","0","0","0","299.396303414857","299.396303414857","1234","0","916","41","277","0","0","0","0","SUP_3","0","0","0","0","10"
"7/6/2023","SKU_001","Chicken Breast","Frozen","Perishable","481","402","277","125","0","0","390.284991549019","390.284991549019","277","786","277","13","773","1","1","841","1","SUP_2","3","3","786","0","10"
"7/7/2023","SKU_001","Chicken Breast","Frozen","Perishable","784","699","699","0","0","0","378.006087261412","378.006087261412","773","1017","699","10","1081","0","1","1204","1","SUP_3","3","3","1017","0","10"
"7/8/2023","SKU_001","Chicken Breast","Frozen","Perishable","444","394","394","0","1","0.3306892976283485","246.50493454837","164.988390880647","1081","0","394","31","656","0","0","0","0","SUP_2","0","0","0","0","10"
"7/9/2023","SKU_001","Chicken Breast","Frozen","Perishable","593","537","537","0","0","0","254.967725452083","254.967725452083","656","738","537","17","840","0","1","824","1","SUP_1","6","6","738","0","10"
"7/10/2023","SKU_001","Chicken Breast","Frozen","Perishable","695","626","626","0","0","0","244.407010424879","244.407010424879","840","0","626","39","175","0","0","0","0","SUP_2","0","0","0","0","10"
"7/11/2023","SKU_001","Chicken Breast","Frozen","Perishable","586","555","175","380","0","0","263.20763650192","263.20763650192","175","1061","175","6","1055","1","1","1266","1","SUP_3","4","4","1061","0","10"
"7/12/2023","SKU_001","Chicken Breast","Frozen","Perishable","588","493","493","0","0","0","267.836020843185","267.836020843185","1055","0","493","15","547","0","0","0","0","SUP_2","0","0","0","0","10"
"7/13/2023","SKU_001","Chicken Breast","Frozen","Perishable","466","555","547","8","0","0","358.432268338826","358.432268338826","547","1217","547","16","1201","1","1","1414","1","SUP_1","6","6","1217","0","10"
"7/14/2023","SKU_001","Chicken Breast","Frozen","Perishable","166","195","195","0","0","0","397.320843048093","397.320843048093","1201","0","195","21","985","0","0","0","0","SUP_3","0","0","0","0","10"
"7/15/2023","SKU_001","Chicken Breast","Frozen","Perishable","405","420","420","0","1","0.2923262234103349","385.507579113375","272.813604415101","985","0","420","10","555","0","0","0","0","SUP_2","0","0","0","0","10"
"7/16/2023","SKU_001","Chicken Breast","Frozen","Perishable","606","671","555","116","0","0","372.057964624427","372.057964624427","555","859","555","17","842","1","1","864","1","SUP_1","6","7","859","1","10"
"7/17/2023","SKU_001","Chicken Breast","Frozen","Perishable","386","468","468","0","0","0","228.526641857407","228.526641857407","842","0","468","17","357","0","0","0","0","SUP_3","0","0","0","0","10"
"7/18/2023","SKU_001","Chicken Breast","Frozen","Perishable","312","367","357","10","0","0","392.932078428084","392.932078428084","357","915","357","12","903","1","1","1026","1","SUP_1","6","6","915","0","10"
"7/19/2023","SKU_001","Chicken Breast","Frozen","Perishable","201","170","170","0","0","0","246.629000835619","246.629000835619","903","0","170","32","701","0","0","0","0","SUP_1","0","0","0","0","10"
"7/20/2023","SKU_001","Chicken Breast","Frozen","Perishable","279","310","310","0","1","0.2238630258652454","376.234084757384","292.009184109955","701","902","310","17","1276","0","1","999","1","SUP_1","2","2","902","0","10"
"7/21/2023","SKU_001","Chicken Breast","Frozen","Perishable","469","558","558","0","0","0","417.655054200026","417.655054200026","1276","0","558","15","703","0","0","0","0","SUP_1","0","0","0","0","10"
"7/22/2023","SKU_001","Chicken Breast","Frozen","Perishable","207","250","250","0","1","0.2843770898647517","222.421695046978","159.170060686733","703","1086","250","16","1523","0","1","1165","1","SUP_3","5","5","1086","0","10"
"7/23/2023","SKU_001","Chicken Breast","Frozen","Perishable","700","744","744","0","0","0","302.426186052554","302.426186052554","1523","0","744","65","714","0","0","0","0","SUP_2","0","0","0","0","10"
"7/24/2023","SKU_001","Chicken Breast","Frozen","Perishable","765","660","660","0","0","0","376.496984912788","376.496984912788","714","1164","660","35","1183","0","1","1262","1","SUP_2","4","4","1164","0","10"
"7/25/2023","SKU_001","Chicken Breast","Frozen","Perishable","450","544","544","0","0","0","411.965303615186","411.965303615186","1183","0","544","54","585","0","0","0","0","SUP_2","0","0","0","0","10"
"7/26/2023","SKU_001","Chicken Breast","Frozen","Perishable","252","299","299","0","1","0.2301920354585531","317.203100595508","244.185473215664","585","1010","299","20","1276","0","1","1025","1","SUP_3","3","3","1010","0","10"
"7/27/2023","SKU_001","Chicken Breast","Frozen","Perishable","205","245","245","0","0","0","295.198577988262","295.198577988262","1276","0","245","32","999","0","0","0","0","SUP_2","0","0","0","0","10"
"7/28/2023","SKU_001","Chicken Breast","Frozen","Perishable","563","564","564","0","1","0.2678637337236608","222.542977997379","162.931784997018","999","0","564","22","413","0","0","0","0","SUP_3","0","0","0","0","10"
"7/29/2023","SKU_001","Chicken Breast","Frozen","Perishable","682","755","413","342","0","0","328.80331583655","328.80331583655","413","1241","413","7","1234","1","1","1437","1","SUP_2","5","5","1241","0","10"
"7/30/2023","SKU_001","Chicken Breast","Frozen","Perishable","488","448","448","0","1","0.1229677219275111","241.588742929293","211.881125567947","1234","0","448","59","727","0","0","0","0","SUP_3","0","0","0","0","10"
